user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,ZONE1,ZONE2,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
006249c53746a09e3e89933a3c00f3db11f70d01,DAKAR,K > 24 month,500.0,1.0,500.0,167.0,1.0,1.0,1.0,15.0,,,,NO,31,All-net 500F=2000F;5d,1.0,0
00624a4779c0e72375b7cfd7cbb91fdcd355d099,THIES,K > 24 month,13000.0,9.0,13001.0,4334.0,13.0,36612.0,0.0,37.0,2.0,,,NO,58,"Data:1000F=2GB,30d",7.0,0
0062556c7278b90d2400f872b292261a9cedd80e,THIES,K > 24 month,8550.0,33.0,7948.0,2649.0,35.0,6377.0,1.0,12.0,17.0,,,NO,62,"Data: 100 F=40MB,24H",14.0,0
006258604a97f954cdcb0973020d03d93bf128a3,KAOLACK,K > 24 month,1300.0,6.0,1150.0,383.0,6.0,4.0,1106.0,21.0,,,,NO,48,On net 200F=Unlimited _call24H,4.0,0
00626169567993cf318a590d0e0b3541834767ba,,K > 24 month,,,,,,,,,,,,NO,4,,,1
006262d486572609f957e2057eda8c91c5cb0359,DAKAR,K > 24 month,1500.0,2.0,1485.0,495.0,5.0,,1.0,13.0,1.0,,,NO,19,All-net 500F=2000F;5d,2.0,0
006269222db048bdba48440d3dfa7121a7467601,DAKAR,K > 24 month,,,,,,0.0,,,,,,NO,2,,,0
00627f2b29d6b61fdfa7df01ae1f7c490e503b2e,DAKAR,K > 24 month,500.0,1.0,490.0,163.0,1.0,1544.0,,,,,,NO,41,"Data:490F=1GB,7d",1.0,0
006281fc4c7f778ce21c1e5a273f7b65d03e8a14,DAKAR,K > 24 month,400.0,3.0,400.0,133.0,4.0,59.0,1.0,,,,,NO,19,"Data: 100 F=40MB,24H",3.0,0
00629d45da3c2ee9f86fc165424a6daeca84b3e5,,K > 24 month,2300.0,5.0,2309.0,770.0,7.0,,34.0,34.0,11.0,,,NO,24,All-net 500F=2000F;5d,4.0,0
0062ac6b3a06207b78ca0d4f7a940017d7e4d0ab,LOUGA,K > 24 month,5200.0,11.0,4605.0,1535.0,19.0,0.0,998.0,49.0,34.0,,,NO,61,On net 200F=Unlimited _call24H,10.0,0
0062b1543e13d1e0d10b96ce08691d7de171a749,,K > 24 month,2100.0,6.0,2090.0,697.0,9.0,746.0,28.0,35.0,,,,NO,39,"Data: 100 F=40MB,24H",6.0,0
0062b1c9aa1ffce7cf69413eae012b3be39458ce,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0062b972f9cc4975b8718eef30b42f5602afd6ff,DAKAR,K > 24 month,4000.0,4.0,4552.0,1517.0,15.0,,88.0,59.0,16.0,,,NO,56,All-net 500F=2000F;5d,1.0,0
0062ca085c6a91f3c2a4567aa0762ddd85618685,,K > 24 month,200.0,1.0,,,,3.0,,,,,,NO,4,,,1
0062cd077d7d30ccf8714674df7e042bcc7dc33b,SAINT-LOUIS,K > 24 month,8500.0,6.0,8501.0,2834.0,6.0,,291.0,452.0,6.0,1.0,,NO,56,All-net 500F =2000F_AllNet_Unlimited,4.0,0
0062cfd02737f5eb6384237abc135b0d48c11667,SAINT-LOUIS,K > 24 month,27000.0,26.0,28999.0,9666.0,28.0,,218.0,626.0,87.0,57.0,,NO,62,All-net 1000=5000;5d,26.0,0
0062d271cb255ee58152ecdfb042deff7b344520,,K > 24 month,,,,,,0.0,,,,,,NO,1,,,1
0062d882103f7b9b6429e133d60573b8a4695e16,FATICK,H 15-18 month,,,,,,0.0,,,,,,NO,38,,,0
0062e2d2f4547c962cea937b397c5a5f9a8cffca,,K > 24 month,,,,,,,,,,,,NO,4,,,0
0062f6d4aeb755e35fc3d882e130839c60fd140a,DAKAR,K > 24 month,2000.0,5.0,2490.0,830.0,7.0,0.0,16.0,26.0,1.0,,,NO,17,Mixt 250F=Unlimited_call24H,1.0,0
0062fd5655994cf844016a08cf7358173cc54b6b,DAKAR,K > 24 month,,,,,,,,,,,,NO,10,,,0
00630af99ef709b03ffb9ea8332f04f3502e9978,,K > 24 month,500.0,1.0,1000.0,333.0,2.0,21.0,8.0,43.0,1.0,,,NO,9,Jokko_Daily,1.0,1
00631a238df8c5afece183ce8fbb758b8e9f1bc0,DAKAR,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,637.0,40.0,80.0,30.0,,,NO,18,Jokko_Daily,5.0,0
00631b26ee684ddb4c67d3919889fd8bfbfb9a60,DAKAR,K > 24 month,12200.0,25.0,12183.0,4061.0,31.0,1.0,58.0,225.0,27.0,24.0,,NO,59,All-net 500F=2000F;5d,9.0,0
00631e787821c3ba6444cc76e6638cb1c4a6b905,,K > 24 month,900.0,3.0,899.0,300.0,4.0,0.0,47.0,9.0,,,1.0,NO,25,On net 200F=Unlimited _call24H,1.0,0
00632077ba9668660d3a54b625b5291e92d0e679,KAFFRINE,K > 24 month,,,,,,,,,,,,NO,1,,,0
006332c4ff98738fe02447bf597f9f8066e7c488,DAKAR,K > 24 month,2500.0,6.0,2414.0,805.0,8.0,3232.0,,,,,0.0,NO,18,"Data:490F=1GB,7d",4.0,0
006335fc785f552275b2c1cd36bc8102d71152a8,DIOURBEL,K > 24 month,2500.0,5.0,2481.0,827.0,5.0,,5.0,35.0,18.0,,,NO,25,All-net 500F=2000F;5d,2.0,0
006338bc5fe991095d0408a075af9d0556afcbdc,ZIGUINCHOR,K > 24 month,2500.0,5.0,3000.0,1000.0,6.0,27.0,0.0,65.0,5.0,,,NO,39,All-net 500F=2000F;5d,6.0,0
00634076baefdd7c7f95fb07cdfb2cf12689ed73,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0063459b8206e26ef12292984b49ca11b1d6524a,,K > 24 month,,,,,,,,,,,,NO,1,,,1
006346ca49ac696022df2f4a0d2b16dfb90c5905,,I 18-21 month,,,,,,,,,,,,NO,1,,,1
006348b42759eb84a60475b02f62ee76f221c1c2,,K > 24 month,,,,,,,,,,,,NO,2,,,1
006349e6558b629bc31ad3c6412940365e05e601,,K > 24 month,,,,,,,,,,,,NO,2,,,1
00634dd74f6b823d72401b639e326bf05d07e2c9,MATAM,K > 24 month,1450.0,4.0,1450.0,483.0,4.0,10.0,568.0,16.0,,,,NO,57,Mixt 250F=Unlimited_call24H,2.0,0
00635ac30e841d6d99dc794f413ffcef4558775d,,K > 24 month,,,,,,,,,,,,NO,3,,,1
00635dbfd0ed1f773306304e8ca9136170915316,THIES,K > 24 month,1000.0,2.0,573.0,191.0,2.0,0.0,3.0,17.0,,,,NO,41,All-net 500F=2000F;5d,1.0,0
00635fa17222ba962d981c7cdd51b8328ea85b26,,K > 24 month,,,,,,,,,,,,NO,1,,,1
00636ba1bcf69ac2b04957a6013ae41887513f4a,TAMBACOUNDA,K > 24 month,10100.0,21.0,10599.0,3533.0,22.0,,228.0,221.0,16.0,,,NO,58,All-net 500F=2000F;5d,20.0,0
0063849d977d17c969104d62e782a25c87b8e13b,,K > 24 month,,,,,,,,,,,,NO,3,,,0
00638a79ec570308bb5edad0dade0d1ee1a5da29,LOUGA,K > 24 month,3200.0,11.0,3600.0,1200.0,13.0,1176.0,284.0,20.0,9.0,,,NO,61,"Data: 200 F=100MB,24H",4.0,0
00639a8ba54054c0aa42d1547cf3cf79d6a61efb,DAKAR,K > 24 month,27000.0,36.0,28003.0,9334.0,41.0,29061.0,162.0,204.0,6.0,,3.0,NO,62,All-net 500F =2000F_AllNet_Unlimited,24.0,0
00639d8c2e6303f1b995b40e8eae6321b669eaa4,,K > 24 month,,,,,,0.0,,,,,,NO,2,,,0
0063a3024b342bd4d768e7d308058aab92e19672,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0063ad385b7c5044b0fc81406da3515782ca67e3,,K > 24 month,,,,,,,,,,,,NO,5,,,1
0063bad8d656d93f9528828dc01825d0c5a4f87f,DAKAR,K > 24 month,12200.0,29.0,12192.0,4064.0,37.0,5297.0,103.0,143.0,6.0,,,NO,57,"Data: 100 F=40MB,24H",10.0,0
0063c2dcefee2df113aed7d1fc7f717d3169383d,KAFFRINE,K > 24 month,2400.0,7.0,2701.0,900.0,18.0,1.0,9.0,12.0,10.0,,,NO,57,All-net 500F=2000F;5d,2.0,0
0063c45b624d151a5102d560b5f619d65dfe06cd,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0063ca21978a0a6fa8efba07464f1045c56b18bd,ZIGUINCHOR,K > 24 month,8500.0,4.0,6836.0,2279.0,7.0,1905.0,1.0,30.0,,,8.0,NO,34,"Data:1000F=5GB,7d",2.0,0
0063cf5c67045c2c6da8ea0cf353b5c976832206,,K > 24 month,,,,,,,,,,,,NO,3,,,1
0063d1adffedd419e8e8c3627dd1f7157457297e,,K > 24 month,,,,,,0.0,,,,,,NO,1,,,1
0063d728299d25c1034c72f2bea818c8eac02197,DAKAR,K > 24 month,2000.0,4.0,2004.0,668.0,4.0,151.0,53.0,36.0,4.0,,,NO,54,All-net 500F=2000F;5d,3.0,0
0063dd360036fb20588efec586f92f9634bee033,MATAM,K > 24 month,950.0,5.0,1141.0,380.0,6.0,,24.0,21.0,,,,NO,6,All-net 500F=2000F;5d,1.0,0
0063e00569d243c4c1fa3e75af60f19996df6ce9,LOUGA,K > 24 month,1000.0,2.0,675.0,225.0,2.0,,,22.0,0.0,,,NO,21,All-net 500F=2000F;5d,1.0,0
0063ed92c57b1a1afcbe117524ba8e0013727107,,K > 24 month,1100.0,3.0,990.0,330.0,2.0,,1.0,11.0,,,,NO,5,"On-net 500=4000,10d",1.0,0
0063ef6838762bc8f28775ac7fcba0760e228486,,K > 24 month,,,,,,,,,,,,NO,1,,,0
0063f78a20c2364d75d4fdce5e523b135aa08273,DAKAR,K > 24 month,1500.0,2.0,1538.0,513.0,4.0,,20.0,17.0,,,,NO,5,Twter_U2opia_Weekly,2.0,0
0063f811773df628fdf70914a73fcde662389302,DAKAR,K > 24 month,2500.0,9.0,2492.0,831.0,10.0,508.0,8.0,0.0,,,,NO,41,"Data: 200 F=100MB,24H",4.0,0
00640abc31185b1e208134d61606b9a9e9da6726,,K > 24 month,,,,,,1326.0,4.0,,,,,NO,20,,,1
00641b5af397085ee331a02301ac5300cb109d80,TAMBACOUNDA,K > 24 month,3000.0,6.0,3900.0,1300.0,10.0,,56.0,40.0,,,,NO,59,All-net 500F=2000F;5d,3.0,0
006428bf1342a98f469e705231949022dd902130,DAKAR,K > 24 month,500.0,1.0,250.0,83.0,1.0,,1.0,,,,,NO,5,Mixt 250F=Unlimited_call24H,1.0,0
00642e0b9bf105014d1398a84a5d580da42dd586,,K > 24 month,,,,,,,,,,,,NO,17,,,0
006433dcf753b08a2c972ed37f304a007f08633b,,K > 24 month,,,,,,,,,,,,NO,10,,,0
00643e8fe8f89c964960bdcad16c11f676034d6b,DAKAR,K > 24 month,21000.0,32.0,20765.0,6922.0,34.0,11177.0,83.0,260.0,43.0,,,NO,62,All-net 500F=2000F;5d,25.0,0
0064402bbc9a78a9a1298be85153b3235a7c85a8,,K > 24 month,500.0,1.0,500.0,167.0,1.0,2.0,16.0,10.0,1.0,,,NO,6,All-net 500F=2000F;5d,1.0,1
006440ccbfab86fbb9e2726365039b36e471e3da,,K > 24 month,1700.0,4.0,1692.0,564.0,7.0,2504.0,2.0,4.0,,,,NO,34,"Data:490F=1GB,7d",3.0,0
0064527c6b47146b17956d967d8fddb422df77a4,DAKAR,K > 24 month,,,,,,,,,,,,NO,16,,,0
00645305aa3dce3f404f741501469c81908fe7d0,DIOURBEL,K > 24 month,,,,,,286.0,,,,,,NO,6,,,0
00645310b727576c12ad786c7abc3639766ef0e6,DIOURBEL,K > 24 month,200.0,2.0,105.0,35.0,3.0,,0.0,,1.0,,,NO,12,,,0
0064561700d321e046091cf6f520a748191dc6f7,LOUGA,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,,122.0,3.0,,,,NO,48,"On-net 500=4000,10d",4.0,0
006459306e236c1dfdd3342e0aede8c651142cb8,DAKAR,K > 24 month,24600.0,27.0,26100.0,8700.0,30.0,,93.0,5.0,6.0,,102.0,NO,44,Facebook_MIX_2D,8.0,0
006471e8d20defaf2bc29850eb12064f945e9d10,THIES,K > 24 month,500.0,1.0,7728.0,2576.0,2.0,244.0,137.0,212.0,223.0,,,NO,60,Twter_U2opia_Monthly,1.0,0
00647d736564f32de6f0f05165a8f22d1faefbeb,DAKAR,K > 24 month,3000.0,1.0,7803.0,2601.0,16.0,0.0,8.0,30.0,2.0,,,NO,22,MIXT: 200mnoff net _unl on net _5Go;30d,1.0,0
0064895c60b867c5b9a2a5cad0c747498b1c67d9,,K > 24 month,,,,,,,,,,,,NO,1,,,1
00648a33a5502db29da6404cd6218b5fdc318dd8,SAINT-LOUIS,K > 24 month,3100.0,10.0,3302.0,1101.0,14.0,0.0,98.0,61.0,4.0,0.0,,NO,38,All-net 500F=2000F;5d,4.0,0
00648b9321b9448a42dfa2ee8d18c6446e833953,LOUGA,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,1.0,4.0,5.0,,,NO,20,All-net 500F=2000F;5d,1.0,0
006490f5f93025fd18fdafe37064ed3abceabdb3,THIES,K > 24 month,8300.0,18.0,8497.0,2832.0,22.0,134.0,3138.0,80.0,22.0,,,NO,31,IVR Echat_Daily_50F,12.0,0
006492f395dd15a48ca1aea219911271e2de71c3,,K > 24 month,,,,,,,,,,,,NO,10,,,0
00649af95684374def16b6e12e4b0eb1746e778d,KAOLACK,J 21-24 month,4950.0,11.0,5949.0,1983.0,27.0,12978.0,2.0,1.0,0.0,0.0,,NO,60,"Data:490F=1GB,7d",11.0,0
00649b40ea29343aff97e6cf5ce598c298c49449,DAKAR,K > 24 month,300.0,2.0,300.0,100.0,3.0,0.0,1.0,0.0,,,,NO,61,,,0
0064afc32875402790a64dddd03d1a52c020ad28,,K > 24 month,,,,,,,,,,,,NO,3,,,0
0064b348b547f6459a11a275da72c41583de6c7a,,K > 24 month,2250.0,5.0,2830.0,943.0,9.0,0.0,37.0,84.0,16.0,,2.0,NO,25,Jokko_Daily,2.0,0
0064c0bd2434606177c3c2c18f60c2a58f0077d5,,K > 24 month,3700.0,8.0,3700.0,1233.0,9.0,1.0,194.0,9.0,,1.0,,NO,25,"On-net 500=4000,10d",6.0,0
0064c48fb609f235a8c9e14334a8f1c898018efa,DAKAR,K > 24 month,2700.0,7.0,3215.0,1072.0,9.0,7397.0,,3.0,,,0.0,NO,13,"Data: 200 F=100MB,24H",4.0,0
0064c72ab54a5cdb8cc4c2e644fdbaedee5ce22b,THIES,K > 24 month,1500.0,3.0,1500.0,500.0,4.0,733.0,0.0,0.0,0.0,,,NO,11,"Data:1000F=2GB,30d",1.0,0
0064cc44f384a120cddff5fddab36b88b5d7f7d2,,K > 24 month,,,,,,,,,,,,NO,3,,,1
0064d064a8eeeba82d055fe58bee7288de65e227,,K > 24 month,700.0,2.0,692.0,231.0,5.0,0.0,9.0,4.0,0.0,0.0,,NO,17,,,1
0064d77fa26e4d40dadc06ca4b418cb660d424cb,,K > 24 month,,,,,,,,,,,,NO,5,,,1
0064e418f3747649a2ebe7744cecc16e7c766fad,,K > 24 month,2150.0,6.0,1489.0,496.0,7.0,1.0,3.0,6.0,6.0,,,NO,36,Twter_U2opia_Monthly,1.0,0
0064e428d76b472ef9fbfec832a3a5e47a104868,KAOLACK,K > 24 month,9000.0,15.0,9997.0,3332.0,21.0,7537.0,0.0,18.0,11.0,,12.0,NO,62,"Data:490F=1GB,7d",11.0,0
0064fa3b64ee47f1ea3af7ad18701ba462444c50,KAOLACK,K > 24 month,3000.0,10.0,2755.0,918.0,13.0,1.0,109.0,59.0,12.0,,,NO,62,On net 200F=Unlimited _call24H,4.0,0
0065054621368238a836b3e810f6eff18bb962a2,DAKAR,K > 24 month,3050.0,11.0,2932.0,977.0,12.0,2.0,9.0,13.0,,0.0,,NO,35,Twter_U2opia_Daily,3.0,0
006508c62b895f6afabb838e728ef6242ae10b4f,,K > 24 month,,,,,,,,,,,,NO,28,,,0
00651bac6c2f3a20ea341dfd7ebc4af6dc3b4bec,,K > 24 month,400.0,3.0,500.0,167.0,4.0,382.0,2.0,,,,,NO,15,"Data: 100 F=40MB,24H",5.0,1
00652f6515adfe05b54222047ed5164d5f3789fc,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0065366008601c52600f747f369a284e40baefee,DAKAR,K > 24 month,150.0,1.0,,,,,1.0,,,,,NO,30,,,0
00653d8bcc8377b5b7e22655ef4c7d9d3bad736b,,H 15-18 month,,,,,,,,,,,,NO,1,,,1
00653f08aa84088fbf353d6b6fbdbfb1a1020e66,,K > 24 month,,,,,,0.0,,,,,,NO,12,,,0
00654fd3014c03987dee4f86f47e8e3618bd7fa7,SAINT-LOUIS,K > 24 month,3500.0,7.0,3500.0,1167.0,10.0,0.0,146.0,55.0,2.0,,,NO,47,All-net 500F=2000F;5d,5.0,0
00655c33e2491322b47006ec424a68395d190aad,THIES,K > 24 month,100.0,1.0,601.0,200.0,6.0,0.0,0.0,,7.0,11.0,,NO,56,Mixt 250F=Unlimited_call24H,1.0,0
00655ea91a93f1f82da9b4dc91ba519ec9870a0a,,K > 24 month,,,6.0,2.0,1.0,,,,,,,NO,5,,,1
00655fef91fed7cbeb034cd76c5a29ac74a33dae,,K > 24 month,,,,,,,,,,,,NO,3,,,1
0065727adf4dae7e93327417337bdeada63cd20f,SAINT-LOUIS,K > 24 month,5400.0,11.0,5400.0,1800.0,12.0,,138.0,57.0,3.0,,,NO,52,All-net 500F =2000F_AllNet_Unlimited,10.0,0
006576913de2e5435d68afb84949eeac7c09c247,,K > 24 month,8700.0,35.0,9000.0,3000.0,39.0,11702.0,,1.0,,,,NO,51,"Data:490F=1GB,7d",7.0,1
0065788a7d4155c4b0a952f9068757d5b2814437,,K > 24 month,,,,,,,,,,,,NO,4,,,0
006589be5a3d5fa1a62a742bae9ba7d8d4a66709,,K > 24 month,550.0,3.0,551.0,184.0,7.0,0.0,,2.0,,1.0,,NO,54,,,0
00658a7398fd5d3c03330adf688d5aca90e2834a,,K > 24 month,,,,,,120.0,7.0,,,,,NO,6,,,0
006591fd271f2bac010110d265595427584467d0,,K > 24 month,,,,,,2.0,,,,,,NO,4,,,0
00659211c616f3d7d9ea0194c1416f37ba83826d,KOLDA,K > 24 month,15500.0,8.0,13160.0,4387.0,19.0,303.0,384.0,244.0,13.0,1.0,,NO,59,Jokko_Daily,2.0,0
0065b31ff0994400a752e52ce42e0f3bd4ce0202,,I 18-21 month,,,,,,,,,,,,NO,2,,,1
0065bab99c25135490d0d26bccce7c76fb12596d,THIES,K > 24 month,5500.0,8.0,5522.0,1841.0,16.0,9613.0,1.0,11.0,4.0,1.0,,NO,59,"Data:490F=1GB,7d",7.0,0
0065bc77d117579d495419a01b7988fddd92a46a,THIES,K > 24 month,10000.0,13.0,10500.0,3500.0,16.0,12.0,91.0,236.0,22.0,,,NO,52,All-net 500F=2000F;5d,8.0,0
0065c03183657094bb4049a44c5639b813737f66,SAINT-LOUIS,K > 24 month,3000.0,4.0,2999.0,1000.0,5.0,6298.0,26.0,12.0,,,,NO,34,MIXT:500F= 2500F on net _2500F off net;2d,2.0,0
0065c70f95e30bd2b33cab01c465b4b8fc241bad,THIES,K > 24 month,600.0,2.0,601.0,200.0,2.0,,,5.0,,,,NO,46,,,0
0065da6eea64ac56e953b62ba6a93114908aba41,MATAM,G 12-15 month,,,,,,5.0,,,,,,NO,5,,,0
0065e1398aa00d9d50553618d82ca0dd556d3e5f,DAKAR,K > 24 month,3200.0,7.0,3199.0,1066.0,9.0,,78.0,66.0,8.0,,,NO,26,All-net 500F=2000F;5d,6.0,0
0065e37c4076d2ff15fc12fc8adb975363f08f63,DAKAR,K > 24 month,150.0,1.0,164.0,55.0,1.0,,2.0,1.0,,,,NO,25,,,0
0065f8a8af424abaf6fd83a50cea85e1639e79a8,SAINT-LOUIS,K > 24 month,500.0,1.0,501.0,167.0,1.0,3.0,61.0,4.0,,,,NO,44,,,0
006608cd2e028fb7d0f03ff63444bd63264d10bf,DAKAR,K > 24 month,3450.0,8.0,3451.0,1150.0,8.0,3.0,28.0,74.0,4.0,,,NO,31,All-net 500F=2000F;5d,4.0,0
00660eff5472a0be94f800df294a35d8b0a4b4bf,THIES,K > 24 month,2000.0,3.0,1500.0,500.0,3.0,,,,,,,NO,4,All-net 500F=2000F;5d,3.0,0
00661754da450e3e9645d095ec9a0a63cc903bba,TAMBACOUNDA,K > 24 month,700.0,2.0,700.0,233.0,2.0,1.0,0.0,9.0,1.0,,,NO,41,All-net 500F=1250F_AllNet_1250_Onnet;48h,1.0,0
0066185764e5fe8ef44604cf0fc4f69ad4c723ba,DAKAR,I 18-21 month,4000.0,11.0,4010.0,1337.0,13.0,10349.0,,28.0,2.0,,,NO,21,"Data:490F=1GB,7d",5.0,0
00661a9eeb67b6a463b0af689220568b1f0228a8,THIES,K > 24 month,16000.0,29.0,16499.0,5500.0,30.0,31.0,370.0,235.0,26.0,,,NO,62,All-net 500F=2000F;5d,31.0,0
00662153304a66e4671fec54734db606606e88b9,,K > 24 month,,,,,,,0.0,,,,,NO,1,,,0
00664928c478560826a80470d8c3b92b4b3a9399,,K > 24 month,,,,,,,,,,,,NO,2,,,0
00664b0380cc416a5b4d0141dcf1f77125920a84,DAKAR,K > 24 month,500.0,2.0,500.0,167.0,2.0,9.0,1.0,15.0,0.0,,,NO,16,Mixt 250F=Unlimited_call24H,2.0,0
00665589fab68a868896d7f3559c7390ab586252,,K > 24 month,4500.0,8.0,4200.0,1400.0,8.0,28.0,0.0,90.0,,,,NO,42,All-net 500F=2000F;5d,7.0,0
00665a1828498c1b427ce1c8e7f31178aa764a2d,,K > 24 month,,,,,,,,,,,,NO,4,,,1
00665cb395e4d94ca5dfe35fdedc6909d6560d35,THIES,K > 24 month,14500.0,29.0,14201.0,4734.0,29.0,0.0,11.0,381.0,7.0,,,NO,56,All-net 500F=2000F;5d,28.0,0
00666c15f201e38bf68f7bb203f8f858e68ace58,FATICK,K > 24 month,16750.0,32.0,16751.0,5584.0,31.0,0.0,1041.0,1233.0,46.0,,,NO,59,Jokko_Daily,30.0,0
006676e4e4178a9ad15ec030f06ab62fcc551402,,K > 24 month,3400.0,9.0,3307.0,1102.0,16.0,4579.0,,3.0,,,,NO,39,Data:DailyCycle_Pilot_1.5GB,4.0,1
006680859cbc705ef8c02bb30fb8ba294537ed93,SAINT-LOUIS,K > 24 month,400.0,2.0,386.0,129.0,3.0,0.0,7.0,2.0,,,,NO,11,On net 200F=Unlimited _call24H,1.0,0
006683bc98c1211a3df25fa7611f74238a74496a,DIOURBEL,K > 24 month,500.0,1.0,490.0,163.0,1.0,423.0,0.0,,,,,NO,2,"Data:490F=1GB,7d",1.0,0
0066898a2728785238cc52e416ff6fe85721f96c,,K > 24 month,,,,,,,,,,,,NO,6,,,1
00668dff793bc30bfb5731905289c223065285eb,DAKAR,K > 24 month,3050.0,27.0,3025.0,1008.0,27.0,2147.0,18.0,5.0,,,,NO,46,"Data: 100 F=40MB,24H",25.0,0
006695765c2b661088966bc93606bff4df1f2e18,,K > 24 month,200.0,1.0,200.0,67.0,4.0,,,,,,,NO,5,,,0
006695882fae71e9b78492d9931a718685721304,FATICK,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,15.0,4.0,,,,NO,12,,,0
00669c9ea721a67e222c7670444333e133bd05b1,,K > 24 month,,,29.0,10.0,1.0,,,,,,,NO,6,,,1
0066aefc670e6adc789aedeb781e6717015958fe,DAKAR,K > 24 month,17550.0,58.0,17823.0,5941.0,66.0,2532.0,4200.0,437.0,19.0,,,NO,62,Mixt 250F=Unlimited_call24H,61.0,0
0066bb158058cb710b3a1917df4892f94ede806d,DAKAR,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,17.0,7.0,,,,NO,51,All-net 500F =2000F_AllNet_Unlimited,2.0,0
0066bd4242fbad73eb92b45494d7d2213954b592,,K > 24 month,3000.0,1.0,3000.0,1000.0,1.0,5266.0,109.0,64.0,5.0,,,NO,22,MIXT: 200mnoff net _unl on net _5Go;30d,1.0,0
0066c360e88e83c70d90776cbbd6987dcad4ea0c,DAKAR,K > 24 month,25500.0,46.0,26499.0,8833.0,48.0,0.0,101.0,594.0,86.0,,,NO,61,All-net 500F=2000F;5d,52.0,0
0066cb9314874ec8c4929e58d8e7c776ff9050c7,DAKAR,K > 24 month,15500.0,4.0,12644.0,4215.0,13.0,0.0,1027.0,191.0,44.0,,,NO,62,MIXT: 200mnoff net _unl on net _5Go;30d,3.0,0
0066d311253ff02f304d7bc6bc758e37c3828725,DAKAR,K > 24 month,14300.0,40.0,14560.0,4853.0,58.0,11014.0,,18.0,0.0,,0.0,NO,60,"Data:200F=Unlimited,24H",41.0,0
0066d389ffd2162f65eb43c66e605023e34739e6,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0066e5c0f4f73ccfda9ef9820098a1791898bfbf,,K > 24 month,2100.0,5.0,2090.0,697.0,5.0,3428.0,,0.0,,,,NO,17,"Data:490F=1GB,7d",4.0,0
0066e819252f9ea0c3f2a6b21b9f9d2021a75a1b,TAMBACOUNDA,K > 24 month,1500.0,3.0,2177.0,726.0,10.0,,7.0,11.0,,,,NO,12,MIXT:500F= 2500F on net _2500F off net;2d,1.0,0
0066ec40b422fa3ee5b9eeb8fc7b2f2f6fb35258,,K > 24 month,,,,,,,,,,,,NO,4,,,0
0066eeebe9c8d41756a2921da9093d5f5e18f2a3,KOLDA,K > 24 month,2450.0,9.0,2451.0,817.0,12.0,15.0,511.0,48.0,,,,NO,50,On net 200F=Unlimited _call24H,7.0,0
0066f1d2711d249b144febdb2a046b54846eb483,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0066f563c3e205cb333c0cbcbc2fa334540e1e7c,MATAM,K > 24 month,200.0,1.0,200.0,67.0,1.0,1024.0,17.0,1.0,0.0,,,NO,12,On net 200F=Unlimited _call24H,1.0,0
0066f8b20aeba2194285db0e048e81e36ab5f5f3,,K > 24 month,1000.0,1.0,1103.0,368.0,4.0,0.0,,24.0,3.0,,,NO,27,"Data: 490F=Night,00H-08H",1.0,0
0067047e87900f6774f3c1114871c4a7dbb9813d,,K > 24 month,,,,,,,,,,,,NO,31,,,0
006706c436aad8f49655b6c5629cbf778b3db2a6,,K > 24 month,,,76.0,25.0,1.0,,,,,,,NO,8,,,0
00671145703876f76374fbb552991d6a06945a75,SAINT-LOUIS,K > 24 month,800.0,6.0,800.0,267.0,8.0,22.0,3.0,1.0,5.0,1.0,,NO,15,"Data: 100 F=40MB,24H",1.0,0
006714ee355bee61ca3d908a82c459bb5aa32fe3,,K > 24 month,500.0,1.0,500.0,167.0,1.0,,227.0,,,,,NO,25,On-net 500F_FNF;3d,1.0,0
006720ab30adec1fb1bce500f309e32d10c3bcff,,K > 24 month,,,,,,,,,,,,NO,16,,,1
006723efa46e45b5821b1fb376dfd68e0e4dcc36,,K > 24 month,,,,,,,,,,,,NO,6,,,0
00672a682723b6c3f4a01bf937d38e9460334c4a,KAOLACK,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,7.0,16.0,,,,NO,42,VAS(IVR_Radio_Daily),1.0,0
00672e1be4137c70cde71c2437eb5b70a1ad4f80,SAINT-LOUIS,K > 24 month,6100.0,25.0,6703.0,2234.0,49.0,1.0,7.0,40.0,3.0,,,NO,62,,,0
00672f09bec2300951be9d77061e83b4b07c2168,DIOURBEL,K > 24 month,,,,,,3.0,1.0,,,,,NO,13,,,0
00675204ec84b20ff795f1163ebf49dfa5bc9e46,,K > 24 month,,,,,,4.0,,,,,,NO,22,,,0
